,comment_id,anonymous,graduating_year,job_title,tagline,created_at,program,overall_score,overall,curriculum,job_support,school
4773,278572,True,2021,Associate,It was way too condensed,6/18/2021,Data Science - Part-Time,3.3,4.0,4.0,2.0,le-wagon
4774,278571,False,2021,,Incredible experience !,6/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4775,278570,False,2021,Fullstack web developper,Everyone can code,6/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4776,278569,False,2021,scrum master | data scientist | software engineer,Intense but worth every penny and brain damage ;-),6/18/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4777,278565,False,2021,,Amazing experience at Le Wagon Paris,6/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4778,278562,False,2021,,Trust the process,6/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4779,278543,False,2021,Back-End Developer at Matera,I am very grateful to Le Wagon for changing my life in only two months,6/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4780,278535,False,2021,,Mastering Data Science !,6/17/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4781,278533,False,2021,,Le Wagon Paris - AMAZING!!!!,6/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4782,278443,False,2021,,Le Wagon Buenos Aires - Data Science Full time,6/14/2021,Data Science - Full-Time,4.3,5.0,5.0,3.0,le-wagon
4783,278434,True,2021,,"Incredible community, amazing teachers, inclusive and diverse company culture.",6/14/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4784,278101,False,2021,,A unique and exceptional experience.,6/7/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4785,277921,False,2021,,Le Wagon Bootcamp,6/3/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4786,277736,False,2021,,#1 place to learn how to code,5/31/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4787,277678,False,2021,Senior Analyst,Exceptional experience!,5/30/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4788,277631,False,2021,Civil Engineer &amp; Data Scientist,I would choose LW again!,5/28/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4789,277598,False,2021,,"Great bootcamp, life changing",5/27/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4790,277544,False,2021,,Amazing experience and community,5/26/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4791,277479,False,2020,Fullstack Engineer,Best decision ever!,5/25/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4792,277473,False,2020,Software Engineer,Le Wagon was a great bootcamp that prepares you for jobs in the coding market,5/25/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4793,277419,False,2020,Software Engineer,Keith Shepherdson - Le Wagon Singapore,5/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4794,277411,False,2021,,Le Wagon Singapore - a 5/5 star experience!,5/23/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4795,277340,False,2021,,Le Wagon Singapore - Web Development Course,5/21/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4796,277318,False,2021,,A very good start to launch a new career in ITs,5/20/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4797,277016,True,2020,,Best career investment - you won't ever regret,5/13/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4798,276917,False,2021,,Why not sooner?!,5/11/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4799,276870,False,2021,Front End Developer,Le Wagon was a potentially life-changing experience for curious go-getters who enjoy learning new skills and who want to venture into the world of tech.,5/10/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4800,276866,False,2020,,Amazing learning experience,5/10/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4801,276812,False,2021,Data Analyst,Excellent methodology and amazing community !,5/9/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4802,276690,False,2021,Full-stack developer,Impressed by all I learnt in only 9-weeks and all the new perspectives it opens to me now,5/6/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4803,276646,False,2020,,An amazing experience!,5/4/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4804,276625,False,2021,Digital Project Manager,Le Wagon Montréal - Web Bootcamp part time,5/3/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4805,276610,False,2021,Founder,Amazing experience and great people,5/2/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4806,276541,False,2021,,Amazing experience,4/29/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4807,276492,False,2021,Front End Developer,Impressive !,4/28/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4808,276487,False,2021,Freelance full stack,Le Wagon is a true experience of learning fast and efficiently,4/28/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4809,276411,False,2021,,Coding Paradise,4/26/2021,Web Development Course - Full-Time,4.3,5.0,4.0,4.0,le-wagon
4810,276185,False,2021,,¡Todo lo que está bien!,4/20/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4811,276183,False,2021,Jr Full Stack Developer,Choose Le Wagon and find a job within 3 weeks of graduation,4/20/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4812,276150,False,2021,,An amazing experience,4/20/2021,Web Development Course - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4813,276146,False,2021,,Excellent!,4/20/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4814,276090,True,2021,Full Stack Developer,"""Life-changing experience!""",4/19/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4815,276089,False,2021,Full Stack Developer,The best experience in Bootcamp!,4/19/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4816,276071,False,2021,Jr. Data Scientist,Top-notch education,4/19/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4817,276065,False,2021,,Caroline Tan - Le Wagon Singapore,4/19/2021,Web Development Course - Full-Time,4.3,5.0,5.0,3.0,le-wagon
4818,276059,False,2021,Sales and Marketing Manager,Rake it until you make it! Changing Careers and learning coding from ground 0.,4/19/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4819,276056,False,2021,,Great Learning,4/19/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4820,276028,False,2021,,Great Experience!,4/18/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4821,276015,False,2021,Fullstack Developer,Le Wagon Tokyo is the #1 place to learn coding in Japan!,4/18/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4822,275915,False,2021,,Great bootcamp !,4/16/2021,,5.0,5.0,5.0,5.0,le-wagon
4823,275880,False,2021,Front-end developer,Life changing experience,4/15/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4824,275830,True,2020,Web Developer,Tons of useful knowledge and a great atmosphere,4/14/2021,Web Development Course - Full-Time,4.3,4.0,5.0,4.0,le-wagon
4825,275769,False,2021,,Supercharged my goals,4/12/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4826,275692,False,2021,,Life changing experience!,4/10/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4827,275644,False,2021,Full-stack Developer,Worth it - would do it all over again.,4/8/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4828,275581,False,2021,,"Great instructors, learning environment and exposure to industry practices",4/7/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4829,275461,False,2021,Web Developer,Dedicated teachers and amazing community,4/3/2021,Web Development Course - Part-Time,4.7,5.0,4.0,5.0,le-wagon
4830,275439,False,2021,Full Stack Developer: Junior,Web Development courses - Full-time (9 weeks),4/2/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4831,275400,False,2021,Junior developer,The best experience with Le Wagon,4/1/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4832,275393,False,2021,,Very stimulating teaching,4/1/2021,Data Science - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4833,275339,False,2021,,Amazing bootcamp to learn Data Science,3/31/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4834,275333,False,2021,,Awesome Experience!,3/31/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4835,275331,False,2021,,Excellent teachers,3/30/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4836,275298,True,2021,,An amazing experience!,3/30/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4837,275297,False,2020,Junior data scientist,A fantastic experience which leads to your dream career!,3/30/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4838,275286,False,2021,,Best decision in my life,3/30/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4839,275275,False,2021,,Wonderful Experience,3/29/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4840,275271,False,2021,,Great experience!,3/29/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4841,275261,False,2021,Data scientist (entry-level),Great experience !,3/29/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4842,275252,False,2021,,Probably the best decision i've made,3/29/2021,,5.0,5.0,5.0,5.0,le-wagon
4843,275232,False,2021,,Life-changing experience !,3/28/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4844,275216,False,2021,,Choosing to do the Le Wagon Web Dev course was probably one of the best decisions I've ever made!,3/27/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4845,275097,False,2020,,Everything I was looking for..,3/24/2021,,5.0,5.0,5.0,,le-wagon
4846,275064,False,2021,FullStack Web Dev. Jr.,Le Wagon - January 2021 - Batch 551,3/24/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4847,275044,False,2021,,One of the greatest experience of my life,3/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4848,275039,False,2021,,Very formative experience,3/23/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4849,275037,False,2021,,Should have done this a while ago...,3/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4850,275034,False,2021,,Incredible experience,3/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4851,275002,False,2021,,Just do it !,3/22/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4852,274981,False,2021,,Full Time Web Dev,3/21/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4853,274949,False,2020,Software Engineer,Great experience doing Le Wagon web development course!,3/20/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4854,274928,True,2021,Full Stack Web Developper,Great learning experience,3/19/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4855,274916,False,2021,CEO Entrepreneur,Intensive 9-weeks bootcamp - fullstack development for web apps,3/19/2021,,5.0,5.0,5.0,5.0,le-wagon
4856,274915,False,2021,Junior Developer,Just do it - change your life,3/19/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4857,274880,False,2021,,Amazing experience,3/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4858,274872,False,2021,Full Stack Software Engineer,Le Wagon is top notch!,3/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4859,274867,False,2021,,Excellent course,3/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4860,274861,False,2021,,Great place to learn,3/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4861,274842,False,2021,Entrepreneur,Le Wagon Web Development,3/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4862,274836,False,2021,Développeur,Top !,3/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4863,274834,False,2020,,Best experience,3/17/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4864,274831,False,2021,Software Developer,Awesome Bootcamp,3/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4865,274815,True,2020,Full stack developer,Great Web development bootcamp,3/16/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4866,274797,False,2021,Student,Good experience,3/16/2021,,4.7,5.0,5.0,4.0,le-wagon
4867,274796,False,2021,Finance Consultant,Most revelant bootcamp in Web Dev,3/16/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4868,274740,False,2021,,Great bootcamp to learn Data Science,3/15/2021,,5.0,5.0,5.0,5.0,le-wagon
4869,274682,False,2020,,Le Wagon Rio de Janeiro - Coding and Caipirinhas - 10/10,3/12/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4870,274678,False,2020,Support Engineer,Simply AMAZING!,3/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4871,274526,False,2020,,Intensive and exhaustive dev training,3/9/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4872,274368,False,2020,,Learned to learn,3/5/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4873,274321,False,2020,,Great place to learn tech culture,3/4/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4874,274306,False,2020,,Best Choice Ever!,3/4/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4875,274258,False,2020,Product Manager,Le Wagon Web Development Bootcamp - Full Time Paris,3/2/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4876,274253,False,2020,Full Stack Web Developer,The course that changed my life,3/2/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4877,274223,False,2020,Product Owner/Digital Project Manager,Great experience,3/1/2021,Web Development Course - Full-Time,4.0,5.0,4.0,3.0,le-wagon
4878,274177,False,2020,,Really good base to start your career in web development,2/27/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4879,274173,True,2020,,Go for it!,2/27/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4880,274097,False,2020,System Administrator,Le Wagon Web Development Bootcamp - part-time - Rio de Janeiro,2/25/2021,,5.0,5.0,5.0,,le-wagon
4881,274092,False,2020,,My Awesome Experience at le Wagon Paris,2/25/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4882,274083,False,2020,Entrepreneur engineer - full stack dev,My memorable experience with LeWagon,2/25/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4883,274082,False,2020,Data Analyst,Data Science Bootcamp - Full Time,2/25/2021,Data Science - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4884,274069,False,2020,web developer,Hesitating to join? Fear not!,2/25/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4885,274037,False,2020,Front-End Web Dev,Best experience ever,2/24/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4886,274027,False,2020,Fullstack Developer,Amazing experience!,2/24/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4887,274015,False,2020,,My Awesome Experience at le Wagon Paris,2/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4888,274007,False,2020,Master's Degree Candidate,Amazing boot-camp!,2/23/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4889,274006,False,2020,,Best decision!,2/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4890,273998,False,2020,,Major Bootcamp,2/23/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4891,273897,True,2020,Product Manager,Amazing ...,2/19/2021,,5.0,5.0,5.0,5.0,le-wagon
4892,273867,False,2020,,Best life decision !,2/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4893,273866,False,2020,Senior Technical Support Specialist,Amazing experience with unique methodology and teachers,2/18/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4894,273808,False,2020,Full-Stack Software Developer,Best Decision Made,2/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4895,273747,False,2020,,Le Wagon - İstanbul,2/16/2021,,5.0,5.0,5.0,5.0,le-wagon
4896,273611,False,2020,,The hardest and the best thing I've ever done!,2/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4897,273608,True,2020,,The hardest and the best thing I've ever done!,2/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4898,273596,False,2020,,"Amazing experience, amazing students, amazing staff, amazing community!",2/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4899,273534,False,2020,,Great bootcamp with Le Wagon !,2/10/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4900,273446,False,2019,Associate Software Engineer,Le Wagon was an amazing intensive coding course with amazing and interesting people.,2/7/2021,Web Development Course - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4901,273336,False,2020,Data Scientist,A Great Professional Learning Experience!,2/3/2021,Data Science - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4902,273194,False,2020,,Data Science Bootcamp in Tokyo,2/1/2021,Data Science - Full-Time,4.0,5.0,4.0,3.0,le-wagon
4903,273189,False,2020,,LeWagon Montreal - life changing !,2/1/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4904,273174,True,2020,,"Lots of work, lots of learning, great people, amazing experience.",2/1/2021,Web Development Course - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4905,273127,False,2020,Sr Product Manager,Amazing experience at Le Wagon Dubai &lt;3,1/30/2021,,5.0,5.0,5.0,5.0,le-wagon
4906,272980,False,2020,Software Developer,Best decision!,1/28/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4907,272760,False,2020,Full Stack Developer,A Life Changing Experience,1/24/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4908,272709,False,2020,Backend Engineer,My awesome experience at Le Wagon!!!,1/23/2021,,5.0,5.0,5.0,5.0,le-wagon
4909,272597,False,2020,,Best Career Change Decision,1/21/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4910,272595,False,2020,,Le Wagon Stockholm,1/21/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4911,272380,False,2020,,Amazing Course!,1/18/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4912,272374,False,2020,Consultant Web Developer,From Sales to web development - Take the plunge!,1/18/2021,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4913,272373,False,2020,,Amazing experience,1/18/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4914,272346,False,2020,Developer,Slogan was correct: Le Wagon changed my life.,1/17/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4915,272338,False,2020,,Le Wagon made my dream come true!,1/16/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4916,272326,False,2020,Full Stack Web Developer,The best complete experience for learning how to code,1/16/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4917,272290,False,2020,,In two months I became a kick ass web developer,1/15/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4918,272288,False,2020,,Fullstack course,1/15/2021,,4.7,5.0,5.0,4.0,le-wagon
4919,272272,False,2020,Front-end Developer,Accountant to front-end developer - mission accomplished,1/14/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4920,272263,False,2020,,Amazing experience!,1/14/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4921,272255,False,2020,Data Analyst,highly recommended!,1/14/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4922,272164,False,2020,,Life changing experience!,1/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4923,272163,False,2020,,Amazing,1/12/2021,Web Development Course - Full-Time,5.0,5.0,5.0,,le-wagon
4924,272158,False,2020,,Data Science Bootcamp LeWagon London - Highly recommended!,1/11/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4925,272138,True,2020,,Incredible experience,1/11/2021,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4926,272132,False,2020,,Amazing experience,1/11/2021,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4927,272034,True,2020,,Best investment since my masters,1/7/2021,Web Development Course - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4928,272023,False,2020,,"Intense, but so rewarding!",1/7/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4929,271960,False,2020,,Amazing Experience !,1/5/2021,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4930,271760,False,2020,,Le Wagon incredible bootcamp,12/26/2020,,5.0,5.0,5.0,5.0,le-wagon
4931,271710,True,2020,,Life changing experience - Le Wagon web development full-time course,12/23/2020,,5.0,5.0,5.0,5.0,le-wagon
4932,271592,False,2020,,Learnt more technical skills in 9 weeks than the past 10 years of my life!,12/20/2020,,5.0,5.0,5.0,5.0,le-wagon
4933,271572,False,2020,,Data Science Bootcamp London (Miles Tomlinson) - big thumbs up!,12/19/2020,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4934,271569,True,2020,,Data Science - Montreal Batch 514,12/19/2020,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4935,271552,False,2020,Strategy Consultant at Strategy&amp;,Practical learning done well!,12/19/2020,Web Development Course - Full-Time,4.7,5.0,4.0,5.0,le-wagon
4936,271494,False,2020,,Mexico 483,12/17/2020,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4937,271470,False,2020,CEO,Amazing Experience at the Le Wagon London Data Science Bootcamp,12/17/2020,,5.0,5.0,5.0,5.0,le-wagon
4938,271444,True,2020,,Amazing bootcamp in London,12/16/2020,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4939,271443,False,2020,,Perfect way to start a data science journey,12/16/2020,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4940,271429,False,2020,,Life changing experience,12/15/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4941,271415,False,2020,,Amazing!,12/15/2020,Web Development Course - Full-Time,4.7,5.0,5.0,4.0,le-wagon
4942,271404,False,2020,Developer,Great bootcamp,12/15/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4943,271299,False,2020,,Delivers what was promised (Batch São Paulo # 446),12/11/2020,Web Development Course - Full-Time,4.3,5.0,4.0,4.0,le-wagon
4944,271193,True,2020,Software Engineer,Breadth and Depth Coding Bootcamp,12/8/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4945,270868,False,2020,,Le Wagon Seoul campus review,11/27/2020,,5.0,5.0,5.0,5.0,le-wagon
4946,270744,False,2020,Junior Developer,"Great intensive bootcamp if you want to transform your career fast! Amazing lifelong access to support, community and learning materials.",11/23/2020,Web Development Course - Full-Time,4.3,5.0,5.0,3.0,le-wagon
4947,270738,False,2020,junior software developer,"Le Wagon Tokyo helped me to change my life! Thank you so much Sylvain, Doug, Yann, Trouni and Sasha, you are real stars!",11/23/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4948,270579,False,2020,Full Stack Developper,Great part time web dev experience @ Le Wagon Montreal - Highly recommend!,11/18/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4949,270510,False,2020,,Learned a ton and had a great time doing it,11/17/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4950,270151,False,2020,,The best decision of my life!,11/9/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4951,270141,False,2020,,Full Time Web Development,11/9/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4952,270119,False,2020,Fullstack Web Developer,Le Wagon Tokyo was totally worth it!!!,11/8/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4953,269877,False,2020,,Skeptical at first. Grateful at the end.,10/30/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4954,269868,False,2020,,The best 24 week bootcamp--period!,10/30/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
4955,269848,False,2020,Full Stack Developer,(São Paulo #446) Best learning experience I ever had,10/29/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4956,269840,False,2020,Junior Full Stack Developer,Full Time Web Development,10/29/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4957,269822,False,2020,Web Developper,"Web Developping, Software Engineering",10/28/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4958,269784,False,2020,Le Wagon Istanbul Alumnus,Le Wagon - an empowering community of tech driven enthusiasts and fun people!,10/28/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4959,269781,False,2020,Web Developer,Definitely Best Bootcamp,10/28/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4960,269753,False,2020,,Best career decision I've ever made!,10/27/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4961,269732,False,2020,Banking,Very valuable experience! The bootcamp pushed my skills and career! Absolutely recommended!,10/26/2020,Data Science - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4962,269727,True,2020,,Make sure you like Coding!,10/26/2020,,3.0,3.0,3.0,3.0,le-wagon
4963,269622,False,2020,Digital Designer,Best descion I made in a while,10/23/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4964,269608,False,2020,Full Stack Developer,Le Wagon Rio,10/22/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4965,269605,False,2020,Full-Stack Developer,Le Wagon Rio: FullStack Web Developer,10/22/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4966,269586,False,2020,Full Stack Developer,A Life Changing Experience,10/22/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4967,269581,False,2020,Product Manager,"Amazing how much I learned in a short period of time, became part of an awesome community, and it is already having great effects in my career.",10/22/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4968,269537,False,2020,Full Stack Web Developer,"Great coursework, teachers, and support. Highly recommend!",10/20/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4969,269490,True,2020,,LeWagon Istanbul has changed my life,10/19/2020,Web Development Course - Full-Time,5.0,5.0,5.0,5.0,le-wagon
4970,269444,False,2020,,Incredible experience with Le Wagon London!,10/16/2020,Web Development Course - Part-Time,5.0,5.0,5.0,5.0,le-wagon
