,comment_id,anonymous,graduating_year,job_title,tagline,created_at,program,overall_score,overall,curriculum,job_support,school
0,306068,True,2023,Full stack development,Now I can do it,10/31/2023,,5.0,5.0,5.0,5.0,ironhack
1,305297,False,2023,Full Stack Web Developer,It was good,10/2/2023,Web Development Bootcamp,4.0,5.0,3.0,4.0,ironhack
2,305278,False,2023,Product Designer,Ironhack 100% Worth It!,9/30/2023,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
3,305231,True,2023,,Still waiting a refund,9/28/2023,Web Development Bootcamp,1.0,1.0,1.0,1.0,ironhack
4,305096,True,2023,Web Development,Transformative Learning Experience - A Review of Ironhack,9/22/2023,Web Development Part-Time,4.3,4.0,5.0,4.0,ironhack
5,305091,False,2023,Data Analyst,A very frustrating yet exciting experience,9/22/2023,Data Analytics Part-Time,4.3,4.0,5.0,4.0,ironhack
6,305014,False,2023,UX designer,Excellent Course Experience at Ironhack,9/20/2023,UX/UI Design Part-Time,5.0,5.0,5.0,5.0,ironhack
7,304980,False,2023,Fullstack Web DxA very intensive 9-week bootcamp and an incredibly challenging experience.eveloper,A very intensive 9-week bootcamp and an incredibly challenging experience.,9/19/2023,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
8,304977,False,2023,,"Great, hard and satisfying experience",9/19/2023,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
9,304968,False,2023,Fullstack Web Developer,A unique knowledge experience!!,9/18/2023,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
10,304955,True,2023,Web Developer,Amazing learning experience,9/18/2023,Web Development Part-Time,4.3,4.0,5.0,4.0,ironhack
11,304781,False,2023,,Intensa y gratificante,9/11/2023,Web Development Bootcamp,4.0,4.0,4.0,4.0,ironhack
12,303473,False,2023,Educationalist,Intensely rewarding!,8/2/2023,Data Analytics Part-Time,4.3,5.0,4.0,4.0,ironhack
13,303383,True,2023,Frontend developer,Amazing Teachers and Classes!,7/31/2023,Web Development Part-Time,4.7,5.0,4.0,5.0,ironhack
14,303371,False,2023,Web Development,Hard but I would do it again,7/31/2023,,4.3,4.0,4.0,5.0,ironhack
15,302783,True,2023,Tracking specialist,Overall positive,7/11/2023,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
16,302774,True,2023,,Awesome!,7/11/2023,,5.0,5.0,5.0,5.0,ironhack
17,302682,True,2023,,"The bootcamp in general is good, but not worth 8 thousand euros.",7/7/2023,UX/UI Design Bootcamp,2.7,3.0,2.0,3.0,ironhack
18,302245,False,2023,,The Bootcamp experience was very mixed and there is definitely potential for optimization.,6/22/2023,UX/UI Design Bootcamp,2.0,2.0,2.0,2.0,ironhack
19,301920,False,2023,,"Updated content, great teacher, exciting projects, amazing experience.",6/10/2023,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
20,301899,False,2023,,Inolvidable,6/9/2023,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
21,301673,False,2023,fullstack web developer,Great experience,5/31/2023,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
22,301626,True,2023,,About my experience in IronHack coming with 0 background on coding,5/30/2023,,5.0,5.0,5.0,5.0,ironhack
23,301623,True,2023,,"Unfortunately, not what I expected.",5/30/2023,Web Development Bootcamp,1.0,1.0,1.0,,ironhack
24,301622,False,2023,,Very rewarding and enriching,5/30/2023,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
25,301566,True,2023,,Bootcamp only for really beginers,5/27/2023,Web Development Bootcamp,1.3,2.0,1.0,1.0,ironhack
26,301007,False,2023,Full stack web developer,¡Un inicio increíble para comenzar una nueva vida!,5/9/2023,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
27,301003,True,2023,Web developer,Intense and awesome,5/9/2023,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
28,300758,True,2023,HR,"intensiv &amp; stressful, support of teaching team great",4/30/2023,UX/UI Design Bootcamp,5.0,5.0,5.0,,ironhack
29,300701,False,2023,Credit risk analyst,Amazing experience!,4/27/2023,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
30,300599,True,2023,Product designer,Great bootcamp if you want to change career!,4/25/2023,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
31,300597,False,2023,,Great way to become a web dev,4/25/2023,Web Development Bootcamp,4.0,4.0,4.0,4.0,ironhack
32,300526,False,2023,,It was well structured and very encouraging Team,4/21/2023,Data Analytics Bootcamp,4.3,5.0,5.0,3.0,ironhack
33,300130,False,2023,Data engineer,Awesome,4/11/2023,Cybersecurity Part-Time,4.3,4.0,5.0,4.0,ironhack
34,300057,True,2022,,"Good classes, really bad ""career service""",4/8/2023,Web Development Bootcamp,2.0,1.0,4.0,1.0,ironhack
35,299681,False,2022,Ux Designer,Boost to my career,3/29/2023,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
36,299425,False,2023,Software Engineer,A good inversion,3/22/2023,Web Development Bootcamp,4.0,4.0,4.0,4.0,ironhack
37,299312,True,2023,,Amazing and life changing,3/18/2023,Web Development Bootcamp,4.0,4.0,4.0,4.0,ironhack
38,299301,False,2023,ux ui designer,"Tough, but so much fun and highly efficient",3/18/2023,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
39,299046,True,2023,,I regretted not having asked former students and having informed myself sufficiently,3/13/2023,UX/UI Design Bootcamp,1.7,2.0,2.0,1.0,ironhack
40,298679,True,2023,Supply Chain Manager,"Supply Chain Manager, in process to make a career switch to Data universe",3/6/2023,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
41,298019,True,2023,,An experience to try!,2/15/2023,Data Analytics Bootcamp,4.3,5.0,5.0,3.0,ironhack
42,297671,False,2023,,Intense experience,2/7/2023,Web Development Bootcamp,3.7,4.0,4.0,3.0,ironhack
43,297668,True,2023,Cybersecurity analysts,It was the best experience ever,2/7/2023,Cyber Security Bootcamp,5.0,5.0,5.0,5.0,ironhack
44,297606,False,2023,data analyst,A very hard earned introduction to data analytics !,2/6/2023,Data Analytics Bootcamp,4.3,5.0,4.0,4.0,ironhack
45,297578,True,2023,,Waste of money and time. Disappointing.,2/4/2023,Cyber Security Bootcamp,1.7,1.0,2.0,2.0,ironhack
46,297561,True,2023,,Good experience,2/3/2023,Cyber Security Bootcamp,4.0,4.0,4.0,4.0,ironhack
47,297202,False,2023,UX UI Designer,AWESOME IRONHACK EXPERIENCE,1/27/2023,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
48,297188,False,2023,,Incredible experience.,1/27/2023,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
49,297136,False,2023,Marketing Manager,So great experience,1/26/2023,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
50,297018,True,2023,,"Great experience, best decision of 2022",1/24/2023,Data Analytics Part-Time,4.0,4.0,4.0,4.0,ironhack
51,297010,True,2023,,Roller Coaster of Feelings,1/24/2023,Web Development Part-Time,3.7,4.0,4.0,3.0,ironhack
52,296291,False,2021,Product Manager,Amazing learning experience,1/1/2023,Web Development Bootcamp,4.0,5.0,4.0,3.0,ironhack
53,296287,False,2021,UXUI Designer,The amazing life changing experience,12/31/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
54,296286,False,2021,Analista de Desenvolvimento Web,Muito bom!,12/31/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
55,296258,False,2022,intern,Improvement On my professional career.,12/29/2022,Web Development Part-Time,3.3,4.0,4.0,2.0,ironhack
56,296252,False,2021,"Anls, Full-Stack Developer",Excellent web development course,12/29/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
57,296251,False,2022,Data Analyst,Studying Data Analytics at Ironhack was lifechanging,12/29/2022,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
58,296250,False,2021,,Great place to learn,12/29/2022,Web Development Part-Time,4.0,4.0,4.0,4.0,ironhack
59,296249,False,2021,,Amazing,12/29/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
60,296206,False,2022,FullStack Developer,Full Stack Web Developer is Ironhack!,12/27/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
61,296105,False,2022,Fullstack Engineer,"The most amazing and mesmerising experience, completely changed my life",12/22/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
62,296087,False,2021,UX UI Designer,UX UI Design bootcamp,12/22/2022,UX/UI Design Bootcamp,4.3,5.0,5.0,3.0,ironhack
63,296064,False,2022,Tech analyst,"Amazing, life changing and Intense",12/21/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
64,296014,False,2022,Data Analyst,Best choice ever,12/20/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
65,295964,False,2022,UI/UX Designer,Ironhack is life changing,12/19/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
66,295952,True,2022,UX/UI DESIGNER,"Excellen,t intensive course to prepare you for a career change",12/19/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
67,295907,False,2022,UX/UI Designer,Ironhack Portugal | Course Review,12/16/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
68,295862,False,2022,,Memorable experience,12/15/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
69,295850,False,2021,Customer Success Engineer,Changed my career,12/15/2022,Web Development Part-Time,4.0,5.0,5.0,2.0,ironhack
70,295837,False,2022,Software Developer Intern,Best Bootcamp,12/15/2022,Web Development Part-Time,4.7,5.0,5.0,4.0,ironhack
71,295824,True,2022,,no career support,12/15/2022,Web Development Bootcamp,3.0,3.0,5.0,1.0,ironhack
72,295775,False,2022,UX Researcher,LIFE CHANGING!,12/14/2022,UX/UI Design Bootcamp,3.7,5.0,5.0,1.0,ironhack
73,295767,False,2022,Software Developer,Best experience ever,12/14/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
74,295724,False,2020,PM Fintech,One of the best decisions I've ever made,12/12/2022,Data Analytics Part-Time,3.7,4.0,3.0,4.0,ironhack
75,295717,False,2022,,"Intense, solid, well-structured and professional bootcamp",12/12/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
76,295679,False,2022,UX Researcher,Ironhack UX la mejor experiencia!!,12/12/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
77,295646,True,2022,UX UI Designer,Amazing bootcamp that allows you to switch careers,12/9/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
78,295643,False,2022,,Above my expectations,12/9/2022,UX/UI Design Part-Time,5.0,5.0,5.0,5.0,ironhack
79,295634,False,2022,UX UI Designer,Bright future ahead,12/9/2022,,5.0,5.0,5.0,5.0,ironhack
80,295608,False,2021,,Good investment if you want to acquire basic knowledge to start a new career path.,12/9/2022,UX/UI Design Bootcamp,4.3,4.0,5.0,4.0,ironhack
81,295595,False,2021,Data Analyst,Great Academy to find a tech job,12/8/2022,,4.3,4.0,4.0,5.0,ironhack
82,295582,False,2021,Software Engineer,"Best experience, change your life!",12/8/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
83,295567,False,2021,UX/UI Designer,A fulfilling and rewarding experience!,12/8/2022,UX/UI Design Part-Time,5.0,5.0,5.0,5.0,ironhack
84,295563,False,2021,Data Analyst,The best decision I could make,12/7/2022,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
85,295561,False,2021,junior backend developer,changed my career,12/7/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
86,295560,False,2020,Gerente Tecnología,Ironhack impulsó mi trayectoria profesional,12/7/2022,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
87,295557,False,2021,Front-End Developer,Career Change with Ironhack,12/7/2022,Web Development Bootcamp,4.7,5.0,4.0,5.0,ironhack
88,295530,False,2022,Sofware Engineer,Life Changing Experience,12/7/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
89,295500,False,2022,UX Designer,Ironhack Remote UX/UI Bootcamp experience,12/6/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
90,295495,False,2022,,Fun,12/6/2022,Cybersecurity Part-Time,4.0,5.0,3.0,4.0,ironhack
91,295451,False,2022,Data Analyst and Engineer,The best learning experience,12/5/2022,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
92,295446,False,2022,web developemen,almost satisfying,12/5/2022,,3.7,4.0,3.0,4.0,ironhack
93,295442,False,2022,Programmer,from nurse to developer in 9 weeks,12/5/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
94,295437,False,2022,,One of the best experiences of my life,12/5/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
95,295434,False,2022,Associate Engineer,Ironhack brought me opportunities even before finishing the course!,12/5/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
96,295433,True,2022,,Different,12/5/2022,Data Analytics Part-Time,3.0,3.0,3.0,3.0,ironhack
97,295429,False,2022,Data Analyst,Met my expectations,12/5/2022,Data Analytics Bootcamp,3.7,4.0,4.0,3.0,ironhack
98,295427,True,2022,,Great and intense,12/5/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
99,295411,False,2022,Ux/Ui designer,Family like experience,12/4/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
100,295396,False,2022,,Fantastic,12/3/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
101,295392,True,2022,,Immersive first step into coding,12/3/2022,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
102,295375,True,2022,Frontend Developer,"Challenging, but most rewarding experience, not only for changing my career",12/2/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
103,295373,False,2022,,Data Analytics full time bootcamp,12/2/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
104,295324,False,2022,Web Developer,Don't be afraid to step out the comfort zone,12/1/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
105,295321,True,2022,,Amazing Bootcamp Experience,12/1/2022,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
106,295281,True,2022,Software Engineer,Remote Web Development Bootcamp at Ironhack - My best decision!,11/30/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
107,295275,False,2022,Frontend Web Developer,My Ironhack experience was very hard but absolutely rewarding.,11/30/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
108,295160,False,2022,Consultant Content / PR / Graphic design,Intense and worthwile,11/27/2022,UX/UI Design Bootcamp,4.3,5.0,4.0,4.0,ironhack
109,295156,False,2022,UX/UI Designing,A life changing learning experiance.,11/26/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
110,295140,False,2022,Clinical Psychologist / Ux Researcher,"An empowering experience, which enhances your natural strengths in critical thinking and creative abilities.",11/25/2022,UX/UI Design Part-Time,4.3,4.0,4.0,5.0,ironhack
111,295032,False,2022,Lawyer,Great! Very hard but very value!,11/21/2022,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
112,294918,False,2022,Full Stack Web Developer,Impressive results! Demanding but rewarding.,11/17/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
113,294813,False,2022,,Excellent Bootcamp,11/13/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
114,294615,False,2022,Data Analyst,Overwhelming but worth it,11/7/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
115,294342,False,2022,,Mesmerising,10/27/2022,Cyber Security Bootcamp,5.0,5.0,5.0,5.0,ironhack
116,294211,True,2022,SOC analyst,The best choice for  those who want to change career,10/21/2022,Cyber Security Bootcamp,5.0,5.0,5.0,5.0,ironhack
117,294206,False,2022,,Best decision to start a career in Tech!!,10/21/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
118,294177,False,2022,Front End Developer,A learning environment like no other,10/21/2022,UX/UI Design Bootcamp,4.3,5.0,4.0,4.0,ironhack
119,294176,False,2022,,Amazing experience with iron hack,10/21/2022,Web Development Bootcamp,4.0,5.0,5.0,2.0,ironhack
120,294009,False,2022,UX/UI Designer,it was a great eye openning experience,10/17/2022,UX/UI Design Bootcamp,4.0,4.0,5.0,3.0,ironhack
121,293764,False,2022,Journalist,Great,10/7/2022,UX/UI Design Bootcamp,3.3,4.0,3.0,3.0,ironhack
122,293752,True,2022,Ux designer,Ux designer,10/7/2022,UX/UI Design Bootcamp,3.7,3.0,4.0,4.0,ironhack
123,293725,True,2022,Data analyst,Very good,10/6/2022,Data Analytics Part-Time,3.3,3.0,4.0,3.0,ironhack
124,293664,False,2022,,High recommended Data analytics Bootcamp  (Ironhack),10/4/2022,,5.0,5.0,5.0,5.0,ironhack
125,293621,False,2022,,Fascinating and Underwhelming,10/4/2022,Cybersecurity Part-Time,3.3,3.0,3.0,4.0,ironhack
126,293620,True,2022,,Extremely Satisfied,10/4/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
127,293450,False,2022,Full stack web developper,Be ready to work !,9/29/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
128,293414,True,2022,,Great and intense!,9/28/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
129,293413,False,2022,Fullstack Developer,Great,9/28/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
130,293392,False,2022,,All I needed,9/27/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
131,293390,False,2022,Web Developer,I can't recommend Ironhack Paris enough,9/27/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
132,293386,True,2022,,Impressive,9/27/2022,Web Development Bootcamp,4.7,5.0,4.0,5.0,ironhack
133,293379,False,2022,,10 weeks to become a UX/UI designer,9/27/2022,,5.0,5.0,5.0,5.0,ironhack
134,293375,False,2022,,IronHack Data Analytics Bootcamp,9/27/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
135,293374,False,2022,Web Developer,Great but intense course ! Amazing Teacher !,9/27/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
136,293175,False,2022,Web Developer,My Ironhack experience was like a rollercoaster,9/21/2022,,4.3,5.0,3.0,5.0,ironhack
137,293171,False,2022,Data Analyst student,It was one of the most empowering experiences I have ever had,9/21/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
138,292845,True,2022,Junior Web Developer,"Great experience, learned so much in just 10 weeks",9/12/2022,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
139,292077,False,2022,Executive Director,Very supportive teachers and intense learning experience,8/22/2022,Data Analytics Part-Time,4.7,5.0,5.0,4.0,ironhack
140,292070,False,2022,Fullstack,Web development,8/22/2022,Web Development Part-Time,4.0,4.0,4.0,4.0,ironhack
141,291988,True,2022,,"Amazing experience - Data Analytics Bootcamp (Part-Time, Remote)",8/18/2022,Data Analytics Part-Time,4.3,5.0,4.0,4.0,ironhack
142,291974,True,2022,Full Stack Web Dev,Ironhack Bootcamp,8/18/2022,,4.7,4.0,5.0,5.0,ironhack
143,291924,False,2022,Online Marketing Manager,A huge career booster - I learned essential skills for working in the digital industry,8/17/2022,Web Development Bootcamp,4.7,4.0,5.0,5.0,ironhack
144,291922,False,2022,Fullstack Web Developer,Great and rewarding experience,8/17/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
145,291917,True,2022,,"A very comprehensive Web Development Bootcamp with Javascript, React, NodeJS, MongoDB, ExpressJS",8/17/2022,Web Development Bootcamp,4.7,5.0,5.0,4.0,ironhack
146,291895,False,2022,,A great bootcamp for who ones to start a new position in DA.,8/16/2022,Data Analytics Part-Time,4.3,5.0,4.0,4.0,ironhack
147,291886,True,2022,Data Analyst,"Stressful at first but challenging, rewarding and fun!",8/16/2022,,4.0,4.0,3.0,5.0,ironhack
148,291872,False,2022,Data Analyst,What an unbelievable journey!,8/16/2022,,4.3,5.0,4.0,4.0,ironhack
149,290712,True,2022,,Good,7/15/2022,Web Development Part-Time,4.0,4.0,4.0,4.0,ironhack
150,290576,False,2022,,"Life-changing, intensive and thorough learning journey at Ironhack with an amazing teaching staff",7/11/2022,Data Analytics Part-Time,5.0,5.0,5.0,5.0,ironhack
151,290573,False,2022,CyberSecurity professional,"Cybersecurity Bootcamp, remote. A great experience overall",7/11/2022,,4.7,5.0,4.0,5.0,ironhack
152,290330,False,2022,Full Stack Web Developer,"Very supportive teachers, up-to-date content and a great community",7/4/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
153,290138,False,2022,,Worst Staff,6/27/2022,UX/UI Design Bootcamp,1.0,1.0,1.0,1.0,ironhack
154,290136,True,2022,,Below par education and service,6/27/2022,Data Analytics Bootcamp,1.0,1.0,1.0,1.0,ironhack
155,290089,True,2022,,What you see on the website is not the reality,6/25/2022,Web Development Bootcamp,1.0,1.0,1.0,1.0,ironhack
156,290088,True,2022,,A terrible online learning experience,6/25/2022,Data Analytics Bootcamp,1.3,2.0,1.0,1.0,ironhack
157,290085,True,2022,,Underwhelming experience,6/25/2022,Web Development Bootcamp,1.0,1.0,1.0,1.0,ironhack
158,290083,False,2021,,DO NOT WASTE YOUR MONEY OR TIME,6/24/2022,Web Development Bootcamp,1.0,1.0,1.0,1.0,ironhack
159,289845,False,2022,Front End Developer,I create super cool UIs,6/17/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
160,289717,False,2022,,My experience was great,6/13/2022,Web Development Bootcamp,4.0,4.0,4.0,4.0,ironhack
161,289703,True,2022,Full Stack developer,La mejor decisión de mi vida,6/13/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
162,289699,False,2022,Web Developer,The most reveal experience,6/13/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
163,289674,False,2022,Fullstack engineer,The best experience of my life,6/11/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
164,289606,True,2022,Junior Data Analyst,An amazing and intense learning experience!,6/9/2022,Data Analytics Bootcamp,4.7,4.0,5.0,5.0,ironhack
165,289376,False,2022,,That was PERFECT!,6/2/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
166,289325,True,2022,Data Analyst,Amazing experience,6/1/2022,Data Analytics Part-Time,4.3,5.0,4.0,4.0,ironhack
167,288655,False,2022,Software Developer,Wonderful experience in the best Bootcamp!,5/11/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
168,288625,False,2022,Web Developer,"Intense, dedication and passion",5/11/2022,Web Development Part-Time,5.0,5.0,5.0,5.0,ironhack
169,288601,False,2022,,An exceedingly frustrating and incredibly fun learning experience that's become a pivotal part of my life.,5/10/2022,Web Development Part-Time,4.0,4.0,4.0,4.0,ironhack
170,288597,True,2022,,Best student experience I've ever had,5/10/2022,,5.0,5.0,5.0,5.0,ironhack
171,288560,False,2022,UX/UI Designer,A great yet demanding experience to kickstart a new career,5/8/2022,UX/UI Design Bootcamp,4.0,4.0,4.0,4.0,ironhack
172,287921,False,2022,UX/UI designer,Ironhack UX/UI student,4/21/2022,UX/UI Design Part-Time,4.3,5.0,4.0,4.0,ironhack
173,287519,True,2022,Full stack Javascript developer,A very rewarding bootcamp,4/8/2022,Web Development Part-Time,3.7,4.0,4.0,3.0,ironhack
174,287001,True,2022,Financial Business Analyst,Great Course for Beginners,3/22/2022,Data Analytics Part-Time,4.5,4.0,5.0,,ironhack
175,286993,False,2021,Software Engineer,Great experience,3/22/2022,Web Development Part-Time,4.7,5.0,4.0,5.0,ironhack
176,286908,True,2022,,Web Dev 2021 Aug Part Time,3/18/2022,,4.0,4.0,4.0,4.0,ironhack
177,286798,True,2022,,Amazing nine weeks,3/15/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
178,286783,True,2022,,Couldn’t think of a better way to start a new chapter in web development! Great program overall with very good learning material and very capable and caring teaching staff!,3/15/2022,Web Development Bootcamp,4.3,5.0,4.0,4.0,ironhack
179,286773,True,2022,UX UI Designer,Intensive Bootcamp,3/14/2022,,3.3,4.0,4.0,2.0,ironhack
180,286654,False,2022,,Bat attitude,3/10/2022,Data Analytics Part-Time,1.0,1.0,1.0,1.0,ironhack
181,286102,False,2022,UX/UI Designer,It was fast and furious! And very insightful,2/22/2022,UX/UI Design Bootcamp,4.7,5.0,4.0,5.0,ironhack
182,285885,False,2022,,Intense and worth it,2/15/2022,Data Analytics Bootcamp,5.0,5.0,5.0,5.0,ironhack
183,285883,True,2021,,Instense,2/15/2022,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
184,285882,False,2022,,One of the best decision of my life !,2/15/2022,UX/UI Design Bootcamp,4.7,5.0,5.0,4.0,ironhack
185,285879,False,2022,UX designer,Best educational experience ever!,2/15/2022,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
186,284372,False,2021,UX / UI Designer,From teacher to UX/UI designer in 9 weeks,12/21/2021,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
187,284341,False,2021,Cyber security analyst,Exhausting but worth it,12/20/2021,Cyber Security Bootcamp,5.0,5.0,5.0,5.0,ironhack
188,284279,False,2021,Data Engineer,Build ETL/ELT pipelines,12/18/2021,Data Analytics Bootcamp,4.7,5.0,4.0,5.0,ironhack
189,283970,True,2021,Innovation and strategy,"Although there are some things I suggest to improve, I really enjoyed the time at Ironhack and it gave me new skills and great network with ironhackers.",12/7/2021,Data Analytics Part-Time,3.7,4.0,4.0,3.0,ironhack
190,283920,False,2021,,Amazing experience,12/5/2021,Web Development Part-Time,4.7,5.0,5.0,4.0,ironhack
191,283888,True,2021,,"Overall good experience, a few things to improve",12/3/2021,Web Development Bootcamp,3.7,4.0,4.0,3.0,ironhack
192,283886,False,2021,,Great !,12/3/2021,Web Development Bootcamp,3.7,4.0,4.0,3.0,ironhack
193,283885,False,2021,Full stack Javascript developer,Un excellent moyen d'acquérir de bonnes bases nécessaires au métier de développeur web !,12/3/2021,Web Development Bootcamp,4.3,5.0,4.0,4.0,ironhack
194,283876,False,2021,UX/UI Designer,Intense but enriching!,12/3/2021,UX/UI Design Bootcamp,3.7,4.0,4.0,3.0,ironhack
195,283875,False,2021,UX UI Designer,It’s been a great career path change experience in which allowed me to learn a lot not only from my the staff but also from my colleagues.,12/3/2021,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
196,283846,True,2021,Full-Stack developer,An intense bootcamp and a great human adventure,12/2/2021,Web Development Bootcamp,3.7,4.0,4.0,3.0,ironhack
197,283696,False,2021,,"Great experience, super pedagogical team, intense",11/26/2021,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
198,283695,False,2021,,A short but full experience,11/26/2021,Web Development Bootcamp,4.3,4.0,4.0,5.0,ironhack
199,283694,False,2021,Web developer,Amazing!,11/26/2021,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
200,283693,True,2021,Product Designer,The program is very well structured and I acquired a powerful toolbox to pursue my career as a Product designer.,11/26/2021,UX/UI Design Bootcamp,5.0,5.0,5.0,5.0,ironhack
201,282855,False,2021,,Tough but worthy experience.,10/29/2021,,4.0,4.0,4.0,4.0,ironhack
202,282846,True,2021,,Bad organised,10/29/2021,Data Analytics Bootcamp,2.3,2.0,3.0,2.0,ironhack
203,282716,True,2021,,The most intense and challenging 9 weeks,10/24/2021,UX/UI Design Bootcamp,4.7,4.0,5.0,5.0,ironhack
204,282584,True,2021,,Challenging,10/20/2021,Web Development Bootcamp,4.3,5.0,4.0,4.0,ironhack
205,282540,False,2021,,Career Change with Ironhack,10/19/2021,Web Development Bootcamp,5.0,5.0,5.0,5.0,ironhack
